Id,Category
357,1
358,1
359,2
360,1
361,1
362,1
363,2
364,4
365,1
366,1
367,1
368,2
369,1
370,1
371,1
372,1
373,1
374,1
375,2
376,1
377,1
378,2
379,1
380,5
381,1
382,1
383,1
384,2
385,3
386,1
387,1
388,1
389,2
390,2
391,1
392,1
393,1
394,1
395,2
396,1
397,4
398,3
399,1
400,1
401,1
402,1
403,5
404,1
405,1
406,2
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,2
417,1
418,1
419,1
420,1
421,1
422,2
423,5
424,4
425,2
426,1
427,1
428,1
429,1
430,1
431,2
432,1
433,1
434,2
435,1
436,1
437,7
438,1
439,2
440,1
441,1
442,1
443,1
444,1
445,1
446,3
447,2
448,1
449,1
450,2
451,1
452,1
453,1
454,1
455,1
456,2
457,2
458,1
459,3
460,1
461,1
462,2
463,1
464,1
465,1
466,1
467,2
468,1
469,1
470,1
471,1
472,1
473,2
474,1
475,1
476,1
477,1
478,2
479,2
480,1
481,2
482,1
483,2
484,1
485,1
486,2
487,2
488,1
489,5
490,2
491,2
492,4
493,1
494,2
495,1
496,1
497,1
498,1
499,1
500,5
501,1
502,4
503,1
504,1
505,1
506,1
507,1
508,2
509,1
510,1
511,5
512,1
513,2
514,2
515,1
516,1
517,4
518,2
519,1
520,1
521,1
522,4
523,1
524,1
525,4
526,2
527,1
528,4
529,1
530,3
531,4
532,1
533,1
534,1
535,3
536,1
537,1
538,1
539,5
540,1
541,1
542,1
543,1
544,2
545,1
546,1
547,1
548,1
549,1
550,2
551,2
552,1
553,2
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,2
568,1
569,1
570,1
571,1
572,1
573,5
574,1
575,1
576,1
577,2
578,2
579,1
580,1
581,1
582,1
583,1
584,1
585,2
586,1
587,2
588,1
589,1
590,1
591,3
592,1
593,2
594,1
595,3
596,1
597,2
598,1
599,2
600,2
601,1
602,1
603,1
604,1
605,2
606,1
607,1
608,2
609,4
610,1
611,1
612,2
613,2
614,1
615,1
616,1
617,1
618,1
619,1
620,5
621,3
622,4
623,2
624,2
625,2
626,2
627,2
628,1
629,1
630,3
631,1
632,2
633,1
634,1
635,1
636,2
637,1
638,2
639,3
640,2
641,2
642,1
643,1
644,5
645,1
646,1
647,1
648,1
649,1
650,1
651,2
652,3
653,1
654,1
655,1
656,1
657,2
658,2
659,1
660,2
661,1
662,2
663,5
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,2
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,2
686,2
687,1
688,1
689,1
690,1
691,1
692,2
693,1
694,1
695,1
696,1
697,2
698,1
699,1
700,1
701,1
702,2
703,5
704,2
705,1
706,1
707,1
708,1
709,1
710,2
711,1
712,1
713,1
714,1
715,2
716,2
717,1
718,1
719,1
720,1
721,1
722,1
723,7
724,1
725,2
726,1
727,1
728,2
729,1
730,2
731,1
732,1
733,1
734,1
735,1
736,4
737,1
738,1
739,3
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,4
749,4
750,1
751,1
752,1
753,2
754,1
755,8
756,1
757,1
758,2
759,3
760,2
761,6
762,1
763,1
764,1
765,2
766,1
767,1
768,3
769,2
770,1
771,2
772,1
773,2
774,3
775,1
776,1
777,4
778,2
779,4
780,2
781,1
782,2
783,1
784,2
785,2
786,1
787,2
788,1
789,1
790,2
791,1
792,1
793,2
794,1
795,1
796,2
797,1
798,2
799,1
800,1
801,1
802,2
803,1
804,1
805,1
806,1
807,2
808,1
809,1
810,2
811,1
812,1
813,2
814,1
815,1
816,1
817,2
818,1
819,1
820,1
821,1
822,1
823,2
824,1
825,1
826,2
827,1
828,2
829,5
830,6
831,1
832,1
833,1
834,1
835,4
836,1
837,1
838,1
839,1
840,5
841,2
842,1
843,2
844,2
845,1
846,1
847,1
848,1
849,1
850,2
851,2
852,1
853,2
854,1
855,4
856,1
857,1
858,2
859,1
860,4
861,3
862,1
863,1
864,1
865,2
866,1
867,1
868,1
869,1
870,2
871,1
872,5
873,1
874,1
875,1
876,2
877,2
878,1
879,1
880,1
881,1
882,2
883,1
884,1
885,2
886,1
887,2
888,2
889,4
890,2
891,1
892,1
893,2
894,1
895,1
896,1
897,2
898,1
899,1
900,1
901,1
902,2
903,1
904,2
905,1
906,1
907,2
908,1
909,2
910,4
911,2
912,1
913,1
914,4
915,1
916,1
917,1
918,2
919,5
920,1
921,1
922,4
923,1
924,1
925,1
926,1
927,5
928,4
929,1
930,2
931,1
932,2
933,1
934,1
935,4
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,4
945,4
946,1
947,5
948,2
949,2
950,1
951,3
952,2
953,1
954,4
955,1
956,2
957,1
958,1
959,2
960,1
961,1
962,1
963,1
964,2
965,4
966,1
967,4
968,1
969,5
970,3
971,1
972,4
973,4
974,1
975,2
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,4
987,1
988,1
989,1
990,2
991,4
992,2
993,1
994,4
995,1
996,4
997,1
998,2
999,1
1000,5
1001,2
1002,1
1003,4
1004,1
1005,1
1006,2
1007,1
1008,2
1009,1
1010,1
1011,1
1012,1
1013,1
1014,2
1015,2
1016,1
1017,2
1018,1
1019,1
1020,1
1021,1
1022,1
1023,2
1024,1
1025,4
1026,1
1027,1
1028,1
1029,1
1030,4
1031,2
1032,1
1033,2
1034,1
1035,2
1036,1
1037,1
1038,1
1039,1
1040,2
1041,2
1042,1
1043,1
1044,1
1045,4
1046,4
1047,1
1048,1
1049,2
1050,1
1051,1
1052,1
1053,3
1054,1
1055,3
1056,2
1057,2
1058,1
1059,4
1060,1
1061,1
1062,1
1063,1
1064,1
1065,2
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,3
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,2
1086,1
1087,1
1088,1
1089,1
1090,2
1091,1
1092,1
1093,1
1094,1
1095,1
1096,4
1097,2
1098,1
1099,2
1100,1
1101,4
1102,4
1103,2
1104,3
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,2
1114,3
1115,1
1116,1
1117,1
1118,1
1119,2
1120,1
1121,4
1122,3
1123,1
1124,1
1125,3
1126,1
1127,2
1128,3
1129,1
1130,1
1131,2
1132,2
1133,5
1134,1
1135,1
1136,2
1137,1
1138,1
1139,2
1140,1
1141,1
1142,3
1143,1
1144,1
1145,1
1146,5
1147,4
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,4
1155,3
1156,1
1157,1
1158,1
1159,3
1160,1
1161,2
1162,1
1163,1
1164,2
1165,1
1166,1
1167,1
1168,2
1169,1
1170,1
1171,1
1172,1
1173,1
1174,2
1175,1
1176,3
1177,1
1178,3
1179,4
1180,2
1181,2
1182,2
1183,1
1184,5
1185,2
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,2
1196,2
1197,1
1198,1
1199,1
1200,2
1201,1
1202,1
1203,1
1204,2
1205,2
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,4
1215,4
1216,1
1217,5
1218,1
1219,5
1220,4
1221,2
1222,1
1223,2
1224,1
1225,1
1226,1
1227,1
1228,1
1229,8
1230,1
1231,1
1232,1
1233,1
1234,4
1235,1
1236,2
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,5
1244,1
1245,2
1246,1
1247,1
1248,3
1249,4
1250,1
1251,5
1252,1
1253,1
1254,4
1255,1
1256,1
1257,1
1258,1
1259,1
1260,2
1261,1
1262,1
1263,2
1264,1
1265,2
1266,4
1267,1
1268,1
1269,1
1270,4
1271,2
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,2
1279,1
1280,2
1281,2
1282,1
1283,2
1284,1
1285,4
1286,1
1287,1
1288,2
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,2
1298,2
1299,1
1300,1
1301,1
1302,2
1303,1
1304,1
1305,1
1306,1
1307,1
1308,4
1309,4
1310,1
1311,4
1312,1
1313,1
1314,1
1315,1
1316,4
1317,1
1318,1
1319,0
1320,2
1321,1
1322,1
1323,1
1324,1
1325,4
1326,1
1327,1
1328,1
1329,3
1330,2
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,6
1339,1
1340,2
1341,1
1342,1
1343,2
1344,1
1345,2
1346,1
1347,4
1348,3
1349,2
1350,4
1351,1
1352,1
1353,4
1354,1
1355,1
1356,2
1357,2
1358,6
1359,1
1360,2
1361,1
1362,1
1363,1
1364,5
1365,1
1366,2
1367,1
1368,1
1369,2
1370,1
1371,4
1372,4
1373,1
1374,2
1375,1
1376,1
1377,2
1378,1
1379,2
1380,1
1381,1
1382,2
1383,2
1384,1
1385,1
1386,2
1387,2
1388,1
1389,1
1390,2
1391,1
1392,2
1393,1
1394,1
1395,4
1396,3
1397,1
1398,1
1399,1
1400,4
1401,1
1402,2
1403,1
1404,4
1405,1
1406,1
1407,1
1408,1
1409,1
1410,4
1411,1
1412,1
1413,3
1414,2
1415,2
1416,1
1417,4
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,2
1426,2
1427,1
1428,2
1429,1
1430,3
1431,1
1432,1
1433,1
1434,2
1435,1
1436,1
1437,2
1438,2
1439,1
1440,1
1441,1
1442,1
1443,2
1444,1
1445,1
1446,2
1447,1
1448,1
1449,5
1450,1
1451,1
1452,4
1453,1
1454,2
1455,1
1456,1
1457,1
1458,1
1459,2
1460,3
1461,1
1462,2
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,4
1471,2
1472,2
1473,2
1474,1
1475,1
1476,1
1477,1
1478,1
1479,2
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,2
1487,1
1488,1
1489,1
1490,1
1491,2
1492,4
1493,1
1494,1
1495,1
1496,1
1497,1
1498,3
1499,3
1500,2
1501,4
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,2
1512,4
1513,4
1514,1
1515,3
1516,1
1517,1
1518,1
1519,1
1520,2
1521,2
1522,1
1523,1
1524,1
1525,2
1526,4
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,2
1534,1
1535,3
1536,3
1537,1
1538,1
1539,4
1540,2
1541,2
1542,1
1543,1
1544,2
1545,1
1546,1
1547,1
1548,4
1549,2
1550,1
1551,1
1552,1
1553,2
1554,1
1555,1
1556,1
1557,2
1558,2
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,2
1566,1
1567,1
1568,1
1569,1
1570,2
1571,1
1572,4
1573,1
1574,1
1575,6
1576,1
1577,2
1578,1
1579,2
1580,2
1581,2
1582,1
1583,4
1584,1
1585,1
1586,1
1587,1
1588,4
1589,2
1590,1
1591,1
1592,1
1593,2
1594,2
1595,1
1596,2
1597,1
1598,1
1599,1
1600,1
1601,1
1602,2
1603,1
1604,1
1605,2
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,2
1626,1
1627,3
1628,1
1629,1
1630,1
1631,1
1632,1
1633,2
1634,1
1635,1
1636,2
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,2
1647,2
1648,5
1649,1
1650,3
1651,4
1652,3
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,4
1661,1
1662,1
1663,1
1664,1
1665,4
1666,1
1667,2
1668,1
1669,1
1670,1
1671,4
1672,1
1673,1
1674,2
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,4
1682,1
1683,2
1684,1
1685,1
1686,1
1687,1
1688,4
1689,1
1690,1
1691,2
1692,1
1693,2
1694,1
1695,1
1696,1
1697,1
1698,1
1699,0
1700,1
1701,2
1702,1
1703,1
1704,1
1705,1
1706,4
1707,1
1708,1
1709,1
1710,1
1711,5
1712,1
1713,3
1714,1
1715,1
1716,1
1717,2
1718,1
1719,3
1720,4
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,2
1728,1
1729,1
1730,1
1731,1
1732,2
1733,1
1734,1
1735,4
1736,4
1737,1
1738,1
1739,1
1740,4
1741,1
1742,4
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,3
1752,2
1753,3
1754,4
1755,2
1756,2
1757,2
1758,2
1759,1
1760,1
1761,1
1762,2
1763,3
1764,4
1765,4
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,4
1776,7
1777,4
1778,2
1779,1
1780,2
1781,1
1782,2
1783,1
1784,1
1785,1
1786,1
1787,1
1788,2
1789,1
1790,1
1791,1
1792,1
1793,2
1794,4
1795,4
1796,2
1797,2
1798,2
1799,3
1800,5
1801,4
1802,1
1803,1
1804,4
1805,1
1806,1
1807,4
1808,1
1809,1
1810,8
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,2
1819,1
1820,1
1821,1
1822,1
1823,4
1824,1
1825,2
1826,1
1827,1
1828,1
1829,1
1830,1
1831,2
1832,1
1833,3
1834,1
1835,1
1836,1
1837,1
1838,1
1839,2
1840,1
1841,1
1842,1
1843,2
1844,2
1845,4
1846,2
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,2
1859,4
1860,1
1861,2
1862,2
1863,4
1864,8
1865,1
1866,2
1867,1
1868,1
1869,1
1870,4
1871,1
1872,1
1873,2
1874,1
1875,1
1876,1
1877,1
1878,2
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,3
1889,1
1890,1
1891,1
1892,2
1893,1
1894,1
1895,4
1896,4
1897,1
1898,1
1899,4
1900,4
1901,1
1902,1
1903,1
1904,5
1905,7
1906,2
1907,1
1908,1
1909,1
1910,1
1911,1
1912,5
1913,4
1914,1
1915,2
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,2
1934,2
1935,1
1936,1
1937,1
1938,1
1939,1
1940,2
1941,1
1942,2
1943,1
1944,1
1945,2
1946,2
1947,1
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,2
1955,1
1956,1
1957,3
1958,2
1959,1
1960,1
1961,7
1962,1
1963,2
1964,1
1965,1
1966,1
1967,4
1968,1
1969,1
1970,1
1971,3
1972,2
1973,1
1974,1
1975,1
1976,1
1977,1
1978,3
1979,2
1980,2
1981,0
1982,2
1983,1
1984,2
1985,1
1986,1
1987,1
1988,2
1989,1
1990,4
1991,1
1992,5
1993,2
1994,1
1995,1
1996,1
1997,1
1998,1
1999,2
2000,3
2001,1
2002,2
2003,1
2004,1
2005,2
2006,1
2007,2
2008,1
2009,1
2010,4
2011,2
2012,1
2013,1
2014,1
2015,1
2016,1
2017,4
2018,5
2019,1
2020,2
2021,2
2022,4
2023,1
2024,2
2025,1
2026,1
2027,2
2028,2
2029,1
2030,4
2031,1
2032,1
2033,2
2034,1
2035,2
2036,2
2037,1
2038,4
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2046,2
2047,2
2048,1
2049,4
2050,1
2051,1
2052,4
2053,4
2054,2
2055,2
2056,1
2057,2
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,4
2065,5
2066,4
2067,1
2068,1
2069,1
2070,2
2071,1
2072,1
2073,1
2074,1
2075,2
2076,1
2077,2
2078,1
2079,2
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,4
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,7
2094,5
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,4
2102,1
2103,4
2104,2
2105,1
2106,2
2107,1
2108,1
2109,1
2110,3
2111,1
2112,2
2113,2
2114,1
2115,1
2116,2
2117,2
2118,2
2119,1
2120,7
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,2
2131,1
2132,1
2133,1
2134,0
2135,1
2136,2
2137,1
2138,2
2139,1
2140,1
2141,2
2142,1
2143,2
2144,1
2145,1
2146,2
2147,2
2148,1
2149,1
2150,1
2151,1
2152,5
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,5
2160,1
2161,1
2162,2
2163,1
2164,1
2165,1
2166,2
2167,2
2168,1
2169,1
2170,4
2171,1
2172,2
2173,1
2174,4
2175,1
2176,1
2177,1
2178,3
2179,1
2180,1
2181,1
2182,1
2183,1
2184,1
2185,2
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,2
2196,1
2197,1
2198,1
2199,1
2200,2
2201,2
2202,1
2203,4
2204,2
2205,2
2206,2
2207,1
2208,1
2209,2
2210,1
2211,1
2212,1
2213,1
2214,1
2215,4
2216,1
2217,3
2218,1
2219,1
2220,1
2221,1
2222,2
2223,1
2224,1
2225,1
2226,1
2227,2
2228,1
2229,1
2230,1
2231,1
2232,2
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,2
2240,3
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,2
2248,1
2249,1
2250,1
2251,1
2252,2
2253,2
2254,1
2255,1
2256,4
2257,1
2258,1
2259,1
2260,4
2261,1
2262,2
2263,1
2264,2
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,1
2274,1
2275,0
2276,2
2277,1
2278,3
2279,4
2280,2
2281,4
2282,2
2283,1
2284,1
2285,5
2286,1
2287,1
2288,2
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,2
2296,1
2297,1
2298,1
2299,1
2300,2
2301,1
2302,2
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,1
2311,2
2312,1
2313,1
2314,4
2315,3
2316,4
2317,1
2318,1
2319,4
2320,1
2321,4
2322,1
2323,2
2324,1
2325,1
2326,3
2327,1
2328,1
2329,1
2330,1
2331,2
2332,1
2333,2
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,2
2348,1
2349,4
2350,1
2351,3
2352,1
2353,3
2354,1
2355,1
2356,2
2357,1
2358,1
2359,1
2360,4
2361,1
2362,2
2363,1
2364,1
2365,1
2366,4
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,2
2374,1
2375,4
2376,1
2377,1
2378,1
2379,5
2380,1
2381,3
2382,2
2383,1
2384,2
2385,1
2386,1
2387,1
2388,1
2389,2
2390,1
2391,1
2392,0
2393,1
2394,1
2395,1
2396,2
2397,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,1
2407,5
2408,4
2409,1
2410,1
2411,4
2412,1
2413,2
2414,1
2415,1
2416,2
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,2
2426,1
2427,1
2428,2
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,5
2436,2
2437,1
2438,2
2439,1
2440,1
2441,1
2442,1
2443,1
2444,4
2445,1
2446,1
2447,5
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,4
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,1
2466,2
2467,2
2468,2
2469,1
2470,1
2471,1
2472,1
2473,2
2474,5
2475,1
2476,2
2477,1
2478,1
2479,5
2480,1
2481,2
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,2
2492,1
2493,3
2494,1
2495,1
2496,2
2497,4
2498,1
2499,1
2500,1
2501,1
2502,2
2503,1
2504,1
2505,1
2506,1
2507,1
2508,2
2509,1
2510,1
2511,2
2512,1
2513,2
2514,1
2515,1
2516,4
2517,0
2518,1
2519,1
2520,1
2521,2
2522,1
2523,3
2524,2
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,2
2532,1
2533,1
2534,2
2535,1
2536,2
2537,1
2538,2
2539,2
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,2
2548,2
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,2
2556,1
2557,2
2558,1
2559,2
2560,2
2561,1
2562,3
2563,1
2564,2
2565,1
2566,1
2567,1
2568,1
2569,2
2570,2
2571,1
2572,1
2573,1
2574,1
2575,1
2576,5
2577,1
2578,1
2579,1
2580,1
2581,1
2582,2
2583,1
2584,2
2585,1
2586,1
2587,2
2588,1
2589,1
2590,2
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,4
2598,1
2599,2
2600,3
2601,1
2602,1
2603,1
2604,1
2605,2
2606,3
2607,1
2608,1
2609,1
2610,2
2611,2
2612,2
2613,1
2614,1
2615,1
2616,1
2617,1
2618,2
2619,2
2620,1
2621,1
2622,2
2623,1
2624,1
2625,2
2626,1
2627,1
2628,1
2629,5
2630,1
2631,1
2632,1
2633,4
2634,1
2635,4
2636,1
2637,1
2638,1
2639,1
2640,3
2641,4
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,2
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,2
2656,1
2657,4
2658,1
2659,1
2660,3
2661,1
2662,4
2663,1
2664,1
2665,2
2666,1
2667,1
2668,1
2669,1
2670,1
2671,1
2672,1
2673,1
2674,1
2675,5
2676,2
2677,1
2678,1
2679,2
2680,5
2681,1
2682,1
2683,1
2684,1
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,2
2695,1
2696,1
2697,2
2698,1
2699,1
2700,2
2701,1
2702,1
2703,1
2704,1
2705,8
2706,1
2707,4
2708,1
2709,1
2710,1
2711,1
2712,1
2713,2
2714,1
2715,1
2716,2
2717,1
2718,1
2719,2
2720,1
2721,1
2722,1
2723,2
2724,4
2725,1
2726,1
2727,1
2728,2
2729,2
2730,1
2731,3
2732,1
2733,1
2734,3
2735,2
2736,1
2737,1
2738,2
2739,1
2740,2
2741,1
2742,2
2743,2
2744,2
2745,2
2746,1
2747,1
2748,1
2749,2
2750,2
2751,1
2752,1
2753,1
2754,2
2755,1
2756,2
2757,1
2758,1
2759,2
2760,1
2761,1
2762,4
2763,1
2764,4
2765,1
2766,2
2767,1
2768,1
2769,2
2770,1
2771,2
2772,1
2773,1
2774,1
2775,2
2776,2
2777,1
2778,2
2779,1
2780,1
2781,1
2782,4
2783,1
2784,1
2785,1
2786,1
2787,1
2788,1
2789,2
2790,1
2791,1
2792,1
2793,2
2794,5
2795,1
2796,1
2797,2
2798,1
2799,4
2800,1
2801,1
2802,1
2803,1
2804,2
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,2
2812,1
2813,1
2814,1
2815,1
2816,4
2817,1
2818,1
2819,1
2820,5
2821,3
2822,1
2823,1
2824,2
2825,1
2826,6
2827,1
2828,3
2829,1
2830,1
2831,1
2832,4
2833,1
2834,1
2835,2
2836,1
2837,1
2838,4
2839,2
2840,1
2841,2
2842,1
2843,4
2844,2
2845,1
2846,2
2847,1
2848,4
2849,1
2850,1
2851,1
2852,1
2853,2
2854,2
2855,4
2856,1
2857,1
2858,2
2859,4
2860,1
2861,2
2862,1
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,5
2871,1
2872,1
2873,1
2874,1
2875,1
2876,2
2877,2
2878,1
2879,2
2880,4
2881,2
2882,2
2883,1
2884,2
2885,2
2886,1
2887,1
2888,4
2889,1
2890,5
2891,1
2892,4
2893,1
2894,1
2895,1
2896,1
2897,3
2898,1
2899,1
2900,3
2901,2
2902,1
2903,1
2904,1
2905,2
2906,2
2907,4
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,3
2919,4
2920,1
2921,4
2922,1
2923,1
2924,1
2925,1
2926,2
2927,1
2928,1
2929,2
2930,1
2931,1
2932,1
2933,4
2934,1
2935,1
2936,2
2937,5
2938,1
2939,4
2940,1
2941,5
2942,1
2943,1
2944,1
2945,2
2946,2
2947,1
2948,2
2949,2
2950,2
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,4
2959,2
2960,1
2961,1
2962,2
2963,1
2964,1
2965,3
2966,1
2967,2
2968,1
2969,4
2970,3
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,4
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,3
2989,1
2990,1
2991,2
2992,1
2993,2
2994,1
2995,1
2996,2
